mgen_id	r1_path	r2_path
SRR15089604	raw/mgen/aggarwala2021_PMID34580445/wms_dna/SRR15089604_1.fastq.gz	raw/mgen/aggarwala2021_PMID34580445/wms_dna/SRR15089604_2.fastq.gz
